Date,date,sample,Site,Sub,Time,Location,Location_1,Qmax_ft3/s,Qmax,Rain_Hilo_in,Rain_Hilo,Site_Group_old,Site_Group,Water_Level,Sal_Group,Sal_Group_n,Sal,Temp,DO,DO_mg,Turb,Turb_n,Bay_Prox_mod,Bay_Prox,Stream_Prox_m,Stream_Prox_n,OSDS_1km,OSDS_n,Tide_mod,Tide,Staph_W,MRSA_W,Ent_W_RAW,Ent_W,Cperf_W,N_N,PO4_RAW,PO4,H4SiO4,NH4,TDP_RAW,TDP,DOP,DOC,TDN,DON,Sand_Wet,Sand_Dry,Sand_Moist_Raw1,Sand_Moist_Percent,Sand_Moist,Sand_OM_Raw,Sand_OM,Gravel,Sand,Silt_Clay,Staph_S_,Staph_S,MRSA_S_,MRSA_S,Ent_S_,Ent_S,Cperf_S_,Cperf_S,two_,one_,zero,one,two,three,four,Catch_pan,Total_Weight,ntwo_,none_,zero_,one__,two__,three_,four_,Catch_pan_,Total_
4/18/18,18-Apr-18,175,4,A,7:40:00 AM,Bayfront,BF,906,25.6548209,0.27,0.6858,30,1,0.207,Mid,2,18.2,21.9,84.9,6.7,8.23,8.23,1,In,500,1,29,2,1,Ebb,140,20,10,10,0,10.01,0.19,0.19,41.95,0.65,0.3,0.3,0.11,287.4,16.3,5.64,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,0,0,0,0,2,23,0,0,0,0,0.06,0.25,3.42,3.72,0.11,0,7.71,0,0,0.78,3.24,44.36,48.25,1.43,0,98.05
4/18/18,18-Apr-18,176,4,C,7:40:00 AM,Bayfront,BF,906,25.6548209,0.27,0.6858,30,1,0.207,Mid,2,18.3,22.2,85.3,6.7,14.3,14.3,1,In,500,1,29,2,1,Ebb,20,0,41,41,0,10.01,0.19,0.19,41.95,0.65,0.3,0.3,0.11,287.4,16.3,5.64,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,0,0,0,0,2,18,0,0,0,0,0.06,0.25,3.42,3.72,0.11,0,7.71,0,0,0.78,3.24,44.36,48.25,1.43,0,98.05
11/5/18,5-Nov-18,351,4,A,6:13:00 AM,Bayfront,BF,613,17.35806315,0.34,0.8636,30,1,0.11,Mid,2,25.3,24.9,89.1,6.38,5.72,5.72,1,In,500,1,29,2,2,Flood,20,40,130,130,5,8.83,0.4,0.4,104.26,1.67,0.49,0.49,0.09,17.2,15.1,4.6,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,0,0,0,0,1,10,0,0,,,,,,,,,,,,,,,,,,
2/25/19,25-Feb-19,392,4,C,6:35:00 AM,Honoli'i,HL,75.4,2.135070084,0.8,2.032,30,1,0.504,Mid,2,24.3,22.8,97.7,7.3,6.23,6.23,1,In,160,1,29,2,1,Ebb,120,20,74,74,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,0,0,0,0,1,8,0,0,0,0,0,0.12,2.5,5.41,0.81,0,8.86,0,0,0,1.35,28.22,61.06,9.14,0,99.77
2/25/19,25-Feb-19,395,4,B,6:35:00 AM,Honoli'i,HL,75.4,2.135070084,0.8,2.032,30,1,0.504,Mid,2,23.5,22.5,98,7.4,8.29,8.29,1,In,160,1,29,2,1,Ebb,20,0,187,187,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,0,0,0,0,0,5,0,0,0,0,0,0.12,2.5,5.41,0.81,0,8.86,0,0,0,1.35,28.22,61.06,9.14,0,99.77
11/16/17,16-Nov-17,122,6,A,7:19:00 AM,Puhi Bay,PB,,,0.4,1.016,20,2,0.245,Low,1,12.08,18.8,88.9,7.82,0.17,0.17,2,Out,2760,2,100,3,2,Flood,40,0,121,121,0,40.08,1.77,1.77,94.14,2.84,1.96,1.96,0.19,112.7,43,0.08,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,0,0,0,0,2,23,0,0,,,,,,,,,,,,,,,,,,
2/21/18,21-Feb-18,139,6,C,7:03:00 AM,Puhi Bay,PB,,,0.49,1.2446,20,2,0.54,Low,1,8.3,19,73.1,6.4,0.58,0.58,2,Out,2760,2,100,3,1,Ebb,0,0,<10,5,0,38.25,1.81,1.81,141.5,2.77,1.93,1.93,0.12,32,44.3,3.28,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,0,0,0,0,2221,22212,0,0,,,,,,,,,,,,,,,,,,
2/21/18,21-Feb-18,140,6,B,7:03:00 AM,Puhi Bay,PB,,,0.49,1.2446,20,2,0.54,Low,1,8.6,19.1,74.2,6.46,0.61,0.61,2,Out,2760,2,100,3,1,Ebb,10,0,<10,5,0,38.25,1.81,1.81,141.5,2.77,1.93,1.93,0.12,32,44.3,3.28,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,0,0,0,0,1111,11106,1,11,,,,,,,,,,,,,,,,,,
2/28/18,28-Feb-18,146,6,C,7:28:00 AM,Puhi Bay,PB,,,0.09,0.2286,20,2,0.134,Low,1,14.1,21.3,67.6,5.46,24,24,2,Out,2760,2,100,3,2,Flood,10,0,52,52,0,,,,,,,,,,,,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,0,0,0,0,12,120,0,0,0.24,0.22,0.25,0.53,1.2,3.8,2.07,0.02,8.33,2.88,2.64,3,6.36,14.41,45.62,24.85,0.24,100
4/4/18,4-Apr-18,163,6,A,7:26:00 AM,Puhi Bay,PB,,,0,0,20,2,0.453,Low,1,14.9,22,64.4,5.22,0.31,0.31,2,Out,2760,2,100,3,1,Ebb,0,0,<10,5,0,38.9,0.83,0.83,84.65,0.71,1.87,1.87,1.04,100.8,40.8,1.19,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,0,0,0,0,2,21,0,0,0.99,1.73,2.82,1.4,0.96,0.24,0.04,0.02,8.79,11.26,19.68,32.08,15.93,10.92,2.73,0.46,0.23,93.29
4/4/18,4-Apr-18,165,6,B,7:26:00 AM,Puhi Bay,PB,,,0,0,20,2,0.453,Low,1,14.7,22,64.8,5.24,0.31,0.31,2,Out,2760,2,100,3,1,Ebb,30,0,<10,5,1,38.9,0.83,0.83,84.65,0.71,1.87,1.87,1.04,100.8,40.8,1.19,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,0,0,8,84,2,19,0,0,0.99,1.73,2.82,1.4,0.96,0.24,0.04,0.02,8.79,11.26,19.68,32.08,15.93,10.92,2.73,0.46,0.23,93.29
11/12/18,12-Nov-18,361,6,B,7:20:00 AM,Puhi Bay,PB,,,0.4,1.016,20,2,0.138,Low,1,11.2,20.9,79.9,6.67,3.34,3.34,2,Out,2760,2,100,3,1,Ebb,0,0,41,41,0,,,,,,,,,,,,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,0,0,0,0,1111,11106,0,0,,,,,,,,,,,,,,,,,,
6/29/17,29-Jun-17,95,2,C,8:06:00 AM,Onekahakaha,OK,,,0.03,0.0762,10,3,0.512,High,3,35,25.7,110.3,7.42,1.01,1.01,2,Out,3830,3,40,2,1,Ebb,0,0,1025,1025,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,0,0,1,8,18,179,0,0,,,,,,,,,,,,,,,,,,
6/6/17,6-Jun-17,63,2,B,8:31:00 AM,Onekahakaha,OK,,,0.1,0.254,10,3,0.514,Mid,2,17,23.1,100.1,7.09,2.92,2.92,2,Out,3830,3,40,2,2,Flood,10,0,<10,5,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,1,10,0,0,1,5,0,0,,,,,,,,,,,,,,,,,,
6/6/17,6-Jun-17,71,4,C,8:04:00 AM,Bayfront,BF,24,0.679597905,0.1,0.254,30,1,0.495,Mid,2,17.4,23.7,89.5,6.75,2.52,2.52,1,In,500,1,29,2,2,Flood,130,133,120,120,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,2,23,10,101,1,8,0,0,,,,,,,,,,,,,,,,,,
6/14/17,14-Jun-17,80,4,C,7:55:00 AM,Bayfront,BF,18.3,0.518193402,0,0,30,1,0.494,High,3,27.8,25.8,104.8,7.22,1.45,1.45,1,In,500,1,29,2,1,Ebb,100,13,204,204,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,2,23,2,17,1,8,0,0,,,,,,,,,,,,,,,,,,
6/29/17,29-Jun-17,93,2,A,8:06:00 AM,Onekahakaha,OK,,,0.03,0.0762,10,3,0.512,High,3,35.1,25.7,99.8,6.57,0.37,0.37,2,Out,3830,3,40,2,1,Ebb,10,0,479,479,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,2,17,0,0,8,79,0,0,,,,,,,,,,,,,,,,,,
6/14/17,14-Jun-17,83,2,A,8:21:00 AM,Onekahakaha,OK,,,0,0,10,3,0.45,High,3,29.9,25,108.8,7.7,0.72,0.72,2,Out,3830,3,40,2,1,Ebb,0,0,363,363,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,3,26,0,0,2,23,0,0,,,,,,,,,,,,,,,,,,
7/18/16,18-Jul-16,2,5,A,,Honoli'i,HL,,,0,0,30,1,,,,,,,,,,2,Out,160,1,43,2,,,20,,100,100,0,,,,,,,,,,,,10.081225,9.25945,0.821775,8.151539123,119,0.3573,35.73,20.05,79.72,0.0001,4,44,,,0,0,17,174,,,,,,,,,,,,,,,,,,
6/14/17,14-Jun-17,77,5,C,7:26:00 AM,Honoli'i,HL,11.6,0.328472321,0,0,30,1,0.537,High,3,28.7,24.5,110.4,7.83,0.66,0.66,2,Out,160,1,43,2,1,Ebb,130,20,122,122,0,,,,,,,,,,,,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,4,44,47,470,2,17,0,0,,,,,,,,,,,,,,,,,,
6/6/17,6-Jun-17,70,4,B,8:04:00 AM,Bayfront,BF,24,0.679597905,0.1,0.254,30,1,0.495,Mid,2,17.8,23.8,90.1,6.81,5.33,5.33,1,In,500,1,29,2,2,Flood,70,93,63,63,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,5,45,47,469,6,61,0,0,,,,,,,,,,,,,,,,,,
6/29/17,29-Jun-17,88,4,A,8:50:00 AM,Bayfront,BF,12.5,0.353957242,0.03,0.0762,30,1,0.427,Mid,2,20.1,24.3,103.9,7.75,2.35,2.35,1,In,500,1,29,2,1,Ebb,50,73,20,20,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,5,45,10,101,2,20,0,0,,,,,,,,,,,,,,,,,,
4/18/18,18-Apr-18,177,4,B,7:40:00 AM,Bayfront,BF,906,25.6548209,0.27,0.6858,30,1,0.207,Mid,2,18.4,22,82.6,6.5,11.8,11.8,1,In,500,1,29,2,1,Ebb,56,7,61,61,0,10.01,0.19,0.19,41.95,0.65,0.3,0.3,0.11,287.4,16.3,5.64,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,5,45,0,0,1,14,0,0,0,0,0.06,0.25,3.42,3.72,0.11,0,7.71,0,0,0.78,3.24,44.36,48.25,1.43,0,98.05
11/16/17,16-Nov-17,121,6,B,7:19:00 AM,Puhi Bay,PB,,,0.4,1.016,20,2,0.245,Low,1,12.11,18.8,90,8.12,0.3,0.3,2,Out,2760,2,100,3,2,Flood,44,13,96,96,0,40.08,1.77,1.77,94.14,2.84,1.96,1.96,0.19,112.7,43,0.08,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,5,46,0,0,4,45,5,46,,,,,,,,,,,,,,,,,,
2/28/18,28-Feb-18,145,6,B,7:38:00 AM,Puhi Bay,PB,,,0.09,0.2286,20,2,0.134,Low,1,13.3,21.2,68.1,5.63,23.4,23.4,2,Out,2760,2,100,3,2,Flood,0,0,20,20,0,,,,,,,,,,,,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,5,46,0,0,28,280,0,0,0.24,0.22,0.25,0.53,1.2,3.8,2.07,0.02,8.33,2.88,2.64,3,6.36,14.41,45.62,24.85,0.24,100
6/14/17,14-Jun-17,82,2,B,8:21:00 AM,Onekahakaha,OK,,,0,0,10,3,0.45,High,3,29.4,24.9,104.1,7.95,0.52,0.52,2,Out,3830,3,40,2,1,Ebb,10,0,296,296,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,5,51,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,
6/29/17,29-Jun-17,94,2,B,8:06:00 AM,Onekahakaha,OK,,,0.03,0.0762,10,3,0.512,High,3,35.1,25.7,110.2,7.36,0.51,0.51,2,Out,3830,3,40,2,1,Ebb,0,0,670,670,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,5,51,2,17,38,376,0,0,,,,,,,,,,,,,,,,,,
6/6/17,6-Jun-17,67,4,A,8:04:00 AM,Bayfront,BF,24,0.679597905,0.1,0.254,30,1,0.495,Mid,2,17.5,23.8,90.6,6.93,3.23,3.23,1,In,500,1,29,2,2,Flood,20,67,10,10,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,6,63,0,0,2,20,0,0,,,,,,,,,,,,,,,,,,
6/29/17,29-Jun-17,91,4,C,8:50:00 AM,Bayfront,BF,12.5,0.353957242,0.03,0.0762,30,1,0.427,Mid,2,21.8,24.6,105.7,7.76,6.57,6.57,1,In,500,1,29,2,1,Ebb,288,87,52,52,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,7,68,3,34,1,8,0,0,,,,,,,,,,,,,,,,,,
6/14/17,14-Jun-17,76,5,A,7:26:00 AM,Honoli'i,HL,11.6,0.328472321,0,0,30,1,0.537,High,3,28.7,24.5,108.2,7.82,0.26,0.26,2,Out,160,1,43,2,1,Ebb,100,33,97,97,0,,,,,,,,,,,,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,8,78,24,235,2,20,0,0,,,,,,,,,,,,,,,,,,
6/14/17,14-Jun-17,81,2,C,8:21:00 AM,Onekahakaha,OK,,,0,0,10,3,0.45,High,3,29.6,24.9,109.4,8.43,0.61,0.61,2,Out,3830,3,40,2,1,Ebb,0,0,225,225,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,8,77,8,85,1,9,0,0,,,,,,,,,,,,,,,,,,
7/18/16,18-Jul-16,5,5,B,,Honoli'i,HL,,,0,0,30,1,,,,,,,,,,2,Out,160,1,43,2,,,50,,244,244,0,,,,,,,,,,,,10.081225,9.25945,0.821775,8.151539123,119,0.3573,35.73,20.05,79.72,0.0001,9,91,,,2,17,0,0,,,,,,,,,,,,,,,,,,
3/21/18,21-Mar-18,160,5,B,7:35:00 AM,Honoli'i,HL,65,1.840577658,0.13,0.3302,30,1,0.33,High,3,29.3,22.6,87.1,6.39,2.32,2.32,2,Out,160,1,43,2,1,Ebb,88,0,84,84,0,1.57,0.18,0.18,30.1,0.81,0.43,0.43,0.25,369.4,10.4,8.02,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,9,87,0,0,4,37,0,0,0.64,2.33,5.02,1.16,0.01,0,0,0,9.15,6.99,25.46,54.86,12.68,0.11,0,0,0,100.11
6/14/17,14-Jun-17,84,1,C,8:40:00 AM,Richardson,RN,,,0,0,10,3,0.407,Mid,2,24.5,23.6,92.2,6.72,0.69,0.69,2,Out,6180,3,13,1,1,Ebb,10,0,<10,5,1,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,11,107,118,1181,3,26,0,0,,,,,,,,,,,,,,,,,,
11/5/18,5-Nov-18,349,4,C,6:13:00 AM,Bayfront,BF,613,17.35806315,0.34,0.8636,30,1,0.11,Mid,2,21.4,23.9,86,6.42,5.77,5.77,1,In,500,1,29,2,2,Flood,10,0,228,228,0,8.83,0.4,0.4,104.26,1.67,0.49,0.49,0.09,17.2,15.1,4.6,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,11,113,0,0,1,8,0,0,,,,,,,,,,,,,,,,,,
11/16/17,16-Nov-17,123,6,C,7:19:00 AM,Puhi Bay,PB,,,0.4,1.016,20,2,0.245,Low,1,12.07,18.8,91.9,8.11,0.18,0.18,2,Out,2760,2,100,3,2,Flood,56,0,107,107,1,40.08,1.77,1.77,94.14,2.84,1.96,1.96,0.19,112.7,43,0.08,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,11,115,0,0,3,28,0,0,,,,,,,,,,,,,,,,,,
4/4/18,4-Apr-18,164,6,C,7:26:00 AM,Puhi Bay,PB,,,0,0,20,2,0.453,Low,1,15.4,22.1,63,5.27,0.28,0.28,2,Out,2760,2,100,3,1,Ebb,0,7,<10,5,0,38.9,0.83,0.83,84.65,0.71,1.87,1.87,1.04,100.8,40.8,1.19,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,11,115,0,0,3,28,0,0,0.99,1.73,2.82,1.4,0.96,0.24,0.04,0.02,8.79,11.26,19.68,32.08,15.93,10.92,2.73,0.46,0.23,93.29
11/12/18,12-Nov-18,365,6,C,7:20:00 AM,Puhi Bay,PB,,,0.4,1.016,20,2,0.138,Low,1,11.2,20.9,80.4,6.72,3.34,3.34,2,Out,2760,2,100,3,1,Ebb,0,0,96,96,0,,,,,,,,,,,,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,11,115,17,169,2221,22212,2,23,,,,,,,,,,,,,,,,,,
4/18/18,18-Apr-18,180,5,B,7:20:00 AM,Honoli'i,HL,194,5.493416395,0.27,0.6858,30,1,0.265,Mid,2,18.9,21.7,89.1,7,2.1,2.1,2,Out,160,1,43,2,1,Ebb,220,40,364,364,0,4.3,0.39,0.39,32.78,6.01,0.5,0.5,0.11,137.6,11.8,1.49,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,13,131,76,756,0,4,0,0,0.17,3.07,4.91,0.37,0,0,0,0,8.6,1.98,35.7,57.09,4.3,0,0,0,0,99.07
6/6/17,6-Jun-17,68,2,A,8:31:00 AM,Onekahakaha,OK,,,0.1,0.254,10,3,0.514,Mid,2,16.7,23.1,105.5,8.03,1.09,1.09,2,Out,3830,3,40,2,2,Flood,0,0,10,10,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,13,128,3,34,3,26,1,5,,,,,,,,,,,,,,,,,,
11/5/18,5-Nov-18,346,2,C,6:42:00 AM,Onekahakaha,OK,,,0.34,0.8636,10,3,0.128,Mid,2,24.7,24,65.9,4.7,1.29,1.29,2,Out,3830,3,40,2,2,Flood,110,0,63,63,0,10.03,0.09,0.09,125.97,0.9,<0.25,0.125,0.16,36.6,15.6,4.67,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,13,128,0,0,20,204,0,0,,,,,,,,,,,,,,,,,,
2/25/19,25-Feb-19,390,2,C,7:05:00 AM,Onekahakaha,OK,,,0.8,2.032,10,3,0.481,Mid,2,22.6,22.1,77.9,5.94,0.73,0.73,2,Out,3830,3,40,2,1,Ebb,10,13,30,30,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,13,128,51,508,10,97,0,0,0.92,0.71,0.67,0.93,2,1.63,0.06,0.01,6.96,13.22,10.2,9.63,13.36,28.74,23.42,0.86,0.14,99.57
6/29/17,29-Jun-17,90,1,B,8:22:00 AM,Richardson,RN,,,0.03,0.0762,10,3,0.483,High,3,32.4,25.2,99.7,6.76,0.27,0.27,2,Out,6180,3,13,1,1,Ebb,0,0,31,31,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,14,143,0,0,2,18,0,0,,,,,,,,,,,,,,,,,,
6/14/17,14-Jun-17,78,4,B,7:55:00 AM,Bayfront,BF,18.3,0.518193402,0,0,30,1,0.494,High,3,29.9,26.2,97,6.48,2.92,2.92,1,In,500,1,29,2,1,Ebb,0,10,134,134,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,14,136,5,50,7,69,0,0,,,,,,,,,,,,,,,,,,
4/4/18,4-Apr-18,166,3,B,7:06:00 AM,Reed's Bay,RB,,,0,0,20,2,0.484,Low,1,6.6,18.9,78.9,7.15,2.2,2.2,1,In,860,2,30,2,1,Ebb,30,0,10,10,0,26.45,1.26,1.26,122.51,0.82,1.4,1.4,0.14,176.2,29.9,2.63,9.9103,8.075066667,1.835233333,18.51844377,184,0.265175,26.5175,27.3,72.01,0.36,15,147,0,0,6,58,0,0,1.32,0.65,0.42,0.74,0.86,2.98,2,0.04,9.08,14.54,7.16,4.63,8.15,9.47,32.82,22.03,0.44,99.23
